URI	FACH	Type	Top Konzept	Bundesland	KIM-Fach exact	KIM-Fach exact	GEFUNDEN	NOTIZEN
https://w3id.org/schulfach/NW_0000058	WP Chemie	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Chemie (KIM-Schulfach)			Realschule
https://w3id.org/schulfach/NW_0000059	WP Darstellen und Gestalten	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Kunst (KIM-Schulfach)			Gesamtschule
https://w3id.org/schulfach/NW_0000060	WP Informatik 	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Informatik (KIM-Schulfach)			Sek I
https://w3id.org/schulfach/NW_0000061	WP Kunst	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Kunst (KIM-Schulfach)			Realschule, Gymnasium Sek I
https://w3id.org/schulfach/NW_0000062	WP Musik	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Musik (KIM-Schulfach)			Realschule, Gymnasium Sek I
https://w3id.org/schulfach/NW_0000063	WP Naturwissenschaften	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen			FEHLT	Gesamtschule
https://w3id.org/schulfach/NW_0000064	WP Physik	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Physik (KIM-Schulfach)			Realschule
https://w3id.org/schulfach/NW_0000065	WP Sozialwissenschaften	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen			FEHLT	Realschule
https://w3id.org/schulfach/NW_0000066	WP Technik	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen			FEHLT	Realschule, Gymnasium Sek I
https://w3id.org/schulfach/NW_0000067	WP Wirschaft	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Wirtschaftskunde (KIM-Schulfach)			Realschule, Gymnasium
https://w3id.org/schulfach/NW_0000068	WP Wirtschaft und Arbeitswelt (Wirtschaft, Hauswirtschaft, Technik)	Schulfach,skos:Concept	Schulfächer (Nordrhein-Westfalen)	Nordrhein-Westfalen	Wirtschaftskunde (KIM-Schulfach)		FEHLT	Hauptschule, Gesamtschule
